titre,prix,categorie,sous_categorie,ville,delegation,date_publication,date_scraping,type_transaction,superficie,chambres,salles_bain,description,images_urls,url
s+1 meublé Ennasr,1400,immobilier,appartements,ariana,ennasr,,2026-02-15 12:18:38,À Louer,65,1,1,"agence le palace met à la location un appartement s+1 meublé avec une place de parking au sous-sol, à côté du clinique Ennasr.

pour plus d’information veuillez nous contacter","[""https://www.tayara.tn/mediaGateway/resize-image?img=23/236e0e35-9f52-4d09-9db2-f141fc989a04&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=cd/cdffb05a-a734-4e52-8af3-9c6703951a12&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=12/120173fe-88a6-4c80-9bd1-fad6d6e935af&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=da/dacb848e-ac08-4f5d-ae36-d9b01c18ba1f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0c/0c2e5c18-a0bd-47bd-810d-e5f217695372&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=8d/8d379829-4abb-4d9f-a3b8-edbfab28fa6b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=09/0935388e-f4f5-4e71-b69b-78b5130b25db&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3b/3b603689-f00d-41ce-ae1c-3c48bf1bc2c7&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee5103e4-eefe-409f-825b-370e23c20e02.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/ennasr/s1-meubl-ennasr/69270fe803baa28ad0131ed0/
A LOUER S+1 HAUT STANDING A NOUVELLE SOKRA,1150,immobilier,appartements,tunis,l-aouina,,2026-02-15 12:18:39,À Louer,55,1,1,"LOCATION S+1 HAUT STANDING  A NOUVELLE SOKRA.
Votre agence ALFACASA vous propose à louer un appartement s+1 haut standing a nouvelle sokra.
– Etage: 5éme étage  
– Superficie : 55m².
– Prix de location: 1150DT.
•L'appartement est composé de:
- Un Salon.
- un chambre à coucher..
-Une cuisine bien équipée..
-Une salle d'eau.
-Chauffage central / climatiseur 
Contactez nous par message direct ou :
Téléphone / WhatsApp :  )/  )/  )/  ).
Email: [email protected] Nous serons à votre disposition pour d","[""https://www.tayara.tn/mediaGateway/resize-image?img=fd/fd79c328-a091-43fd-bdfa-04024e908d4a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0f/0fa81b6e-cb01-49e3-a8d4-1e3d23624ff8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=de/deb075d7-41c6-4d23-84e9-460bd829fc9e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f0/f0df9651-dcfd-4e99-8f79-5478a8809d7f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=26/2671b1b7-a747-411a-88f0-d9f8b8b36dde&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9a/9a74a3fa-eeb9-444a-b438-b07868d07c65&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=cf/cff29749-f97b-46a0-922f-b921cc2972cf&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=30/30b03b39-d2d5-46a9-9a0a-59082c866bf1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=26/26ee1961-c310-4bf6-a596-0b467b8b16cb&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b0/b024c567-7da1-4806-8931-d47b904db599&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a6/a68d07e3-5ebb-4642-9063-b1f3b651d56f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f0/f07175d1-57d3-48cf-98e9-e9b1a2eeae14&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=19/19b0ab91-1093-4edb-853e-59e266f89ad1&w=100""]",https://www.tayara.tn/item/appartements/tunis/l-aouina/a-louer-s1-haut-standing-a-nouvelle-sokra/69414d2d8914daae519c4846/
s+1 ennasr,1000,immobilier,appartements,ariana,ennasr,,2026-02-15 12:18:40,À Louer,60,1,1,"🆙 Appartement S1 #ennasr 2🆙🏠 Agence immobilière le palace 🏠 vous propose à la location un appartement S1 dans une belle résidence située à #ennasr 2 au 2 ème étage avec assenceur et une place de parking 
👉 Prix de loyer :1000dt

Pour  plus d'informations veuillez contacter nos conseillères en immobilier : 
☎️Téléphone  :","[""https://www.tayara.tn/mediaGateway/resize-image?img=d8/d80a9653-bc00-4616-ad79-6317e3960fe2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c5/c5416b16-0ba2-4cdf-aec7-8e7817af7d75&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=aa/aa7f55b7-ed73-479d-9617-bc7161b4d33f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0b/0b8d53ae-8841-474b-a842-de82df3d6d42&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=28/28a40e0a-2867-4a88-adb4-a865181ac47d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee5103e4-eefe-409f-825b-370e23c20e02.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/ennasr/s1-ennasr/69414d208914daae519c483b/
A louer un appartement S+1 jamais habité (Ain Zaghouen Nord),1620,immobilier,appartements,tunis,ain-zaghouan-nord,,2026-02-15 12:18:41,À Louer,78,1,1,"A louer En Exclusivité : 
✨ Découvrez ce superbe appartement S+1 jamais habité (Ain Zaghouen Nord) ✨
Situé dans un cadre agréable, cet appartement de 78 m² vous séduira par son élégance et sa fonctionnalité.
🏠 Superficie : 78 m²
🛋️ Salon spacieux, lumineux et convivial
🛏️ Chambre avec dressing intégré
🍳 Cuisine moderne et entièrement équipée
🛁 Salle de douche raffinée
Alliant design contemporain, confort et praticité, cet espace a tout pour plaire à ceux qui recherchent un lieu de vie harmonieux","[""https://www.tayara.tn/mediaGateway/resize-image?img=71/71435f06-e8c1-4dc4-8765-370348b188bf&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=20/20982df6-4fd1-4f2f-b22d-db6a10349dd8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3f/3f57ac1c-8474-4680-a3cc-954adbe69404&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=67/67647e42-94e3-46c4-8b52-c6c92cb24fa2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ad/ad20c147-d0e9-4b21-9568-a58ba55529c8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=47/47e4a3d9-44d1-4218-847e-9675d63b2088&w=1000""]",https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/a-louer-un-appartement-s1-jamais-habit-ain-zaghouen-nord/68e6424b6c505afdc061114f/
s+1 meublé aouina,1000,immobilier,appartements,tunis,l-aouina,,2026-02-15 12:18:42,À Louer,60,1,1,"agence LE PALACE met à la location un appartement s+1 meublé situé à l'aouina prés de toutes commodités 

pour plus d'informations veuillez nous contacter","[""https://www.tayara.tn/mediaGateway/resize-image?img=ef/ef6e7fba-f611-4e6c-b69d-cd7baccb3bcd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=96/9637cebc-5262-426f-8768-c303d68d5d9e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=19/1992d987-28c0-42fd-a979-19621e218d5b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=64/647b2be4-a104-48ee-83cb-f31d080b0cd5&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d8/d82ae7a8-5762-4cef-9f55-76c97541bc75&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee5103e4-eefe-409f-825b-370e23c20e02.jpg&w=100""]",https://www.tayara.tn/item/appartements/tunis/l-aouina/s1-meubl-aouina/69414ac58914daae519c46b0/
s+1 meublé menzah 7 bis,950,immobilier,appartements,ariana,el-menzah-7,,2026-02-15 12:18:42,À Louer,65,1,1,"🆙 Appartement S1 meublé #Menzeh 7bis🆙🏠Agence immobilière le palace 🏠 vous propose à la location un appartement S1 meublé situé au #Menzah 7bis
Pour  plus d'informations veuillez contacter nos conseillères en immobilier : 
☎️Téléphone  :","[""https://www.tayara.tn/mediaGateway/resize-image?img=3b/3bafcd16-c2be-4f69-899b-b82490afc884&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=6e/6e0cc565-6f6c-4856-8db3-15eee9472085&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f8/f82ef2bc-dfe6-41a8-a8d1-9b8488aac307&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=41/419cb42c-3bdf-46e9-b0f0-6d21226c8906&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b4/b4957300-6281-4bd2-88cb-4e036e1bcb9d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=11/11811254-90db-43f1-80df-9bc59666ba70&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=da/da214990-1bee-4a9a-a1f9-ffa6a7ac58f1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee5103e4-eefe-409f-825b-370e23c20e02.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/el-menzah-7/s1-meubl-menzah-7-bis/694149378914daae519c45ab/
studio meublé menzah 6,800,immobilier,appartements,ariana,el-menzah-6,,2026-02-15 12:18:43,À Louer,60,1,1,"🆙 Appartement S2  semi meublé #Menzah 6🆙
🏠 Agence immobilière le palace 🏠vous propose à la location un appartement au 1 er étage semi meublé avec 2 climatiseur situé au #Menzeh 6

Pour  plus d'informations veuillez contacter nos conseillères en immobilier : 
☎️Téléphone  :","[""https://www.tayara.tn/mediaGateway/resize-image?img=4c/4cf464b8-2395-4d1c-bd22-0c8b661d0c5b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ca/ca87000f-f390-4cdc-8908-5cf48d8ca297&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9b/9b4fc9ff-9750-4c29-a35a-f39d4763a54f&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=07/07ad9848-9c5e-481c-8469-8ca32db81d09&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=44/44771116-d8cb-438d-bf9f-bbd526c3f051&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee5103e4-eefe-409f-825b-370e23c20e02.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/el-menzah-6/studio-meubl-menzah-6/694148918914daae519c4542/
A louer appartement S+1 meublé à Ennasr 1,1100,immobilier,appartements,ariana,ennasr,,2026-02-15 12:18:44,À Louer,60,1,1,"La Méditerranée immobilière vous propose à la location un appartement S+1 richement meublé situé au 1er étage dans une résidence sécurisée à Ennasr1. Cet appartement dispose d'un salon, une cuisine équipée et aménagée par une plaque , four ,hotte, micro ondes, réfrigérateur et des éléments de rangement. Une chambre à coucher avec dressing. Une salle d'eau avec une douche à l'italienne. Chauffage central est disponible .","[""https://www.tayara.tn/mediaGateway/resize-image?img=ce/cedafabb-5416-49a2-98b5-ca65f1bc38bc&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7f/7f6d0c1b-961c-4542-ae32-bc73ececfb78&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b2/b210a81a-a078-4f0c-a24f-0a3317043467&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5c/5ca3fd22-1391-4824-a431-6c2f1d4006fe&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=dd/ddfcc274-d4bb-4d7b-ad13-86f2290cc1ab&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=06/06f3acf7-5627-43c0-9ee3-1779946315bd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ed/edfb9d74-fe49-475c-802a-e5d80a9c3b63&w=100""]",https://www.tayara.tn/item/appartements/ariana/ennasr/a-louer-appartement-s1-meubl-ennasr-1/69396aa1cd04d08be748a13d/
studio menzah 9,700,immobilier,appartements,tunis,el-menzah-9,,2026-02-15 12:18:45,À Louer,50,1,1,"🆙Stuido #menzeh 9🆙🏠 Agence immobilière le palace 🏠 vous propose à la location un studio situé au #menzeh 9 
👉Loyer : 700 DT / mois
Pour  plus d'informations veuillez contacter nos conseillères en immobilier : 
☎️Téléphone  :","[""https://www.tayara.tn/mediaGateway/resize-image?img=72/723a9976-c975-4fab-a8d0-dd54a4cc7ed9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=05/050afce7-5d0b-47b2-acbe-127088351fc6&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=3c/3c0b8c86-e28c-4dd3-97f0-0cca5bcc43ec&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=04/0400001e-a7c0-460b-a358-f28a257dc824&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=36/365fcd9b-c187-423c-a6c8-37720d2597d3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c8/c8d094d9-4dfa-4fa7-9a9b-0ae36fb2d16d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=cd/cdf856a1-5bee-4b9d-9595-a4435dafa8ec&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee5103e4-eefe-409f-825b-370e23c20e02.jpg&w=100""]",https://www.tayara.tn/item/appartements/tunis/el-menzah-9/studio-menzah-9/69414760cd04d08be74bcdf2/
📍 Jardins d'el Menzah 2 ; à louer joli appt S+3,0,immobilier,appartements,ariana,jardins-el-menzah,,2026-02-15 12:18:46,À Louer,140,3,2,"🏠𝐉𝐚𝐫𝐝𝐢𝐧𝐬 𝐝'𝐞𝐥 𝐌𝐞𝐧𝐳𝐚𝐡 2; à 𝐋𝐨𝐮𝐞𝐫 agréable appt 𝐒+𝟑 🏠

                                           🌟 🌟 🌟
Jardins d'el Menzah 2 ; à Louer spacieux appartement dans une résidence bien située composé de :
🔸 un salon avec balcon 
🔸 2 chambres à coucher
🔸 SDB
🔸 une suite parentale avec SDE
🔸 une grande cuisine bien équipée 
✅ Chauffage central
✅ Climatisation 
✅ Place de parking 
                
🗝🗝🗝 𝑪𝒐𝒏𝒕𝒂𝒄𝒕𝒆𝒛 𝑨𝒈𝒆𝒏𝒄𝒆 𝑰𝒎𝒎𝒐𝒃𝒊𝒍𝒊𝒆̀𝒓𝒆 𝑩𝒖𝒊𝒍𝒅𝒊𝒏𝒈 𝑵𝒆́𝒈𝒐𝒄𝒆 : 𝓥𝓸𝓽𝓻𝓮 𝓬𝓸𝓷𝓼𝓮𝓲𝓵𝓵𝓮̀𝓻𝓮 𝓮𝓷 𝓘𝓶𝓶𝓸𝓫𝓲𝓵𝓲𝓮𝓻 𝓜𝓶𝓮 Sophie:
☎ :","[""https://www.tayara.tn/mediaGateway/resize-image?img=d7/d76cf6f7-579a-45fa-b571-6c7d2f024663&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=1f/1f4484fe-52b4-4862-9548-ed35c067a805&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d0/d03d7ad1-5186-4c14-b210-0019431965b1.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/jardins-el-menzah/-jardins-del-menzah-2-louer-joli-appt-s3/694146b88914daae519c43f5/
s+3 ennasr,1500,immobilier,appartements,ariana,ennasr,,2026-02-15 12:18:47,À Louer,140,3,2,"🆙 Appartement S3 #ennasr🆙🏠 Agence immobilière le palace 🏠 vous propose à la location un appartement S+3 Spacieux dans une residence sécurisée et gardée , situé à proximité de toutes commodités. 

Il se compose d’:

✔️Un salon avec balcon 
✔️ Une cuisine équipée avec séchoir 
✔️Salle d’eau 
✔️  Trois chambres  à coucher avec dressing 
✔️Une salle de bain
✔️Climatisation 
✔️Chauffage centrale
✔️Place de parking sous sol 
✔️Gardiennage et syndic

👉Prix de loyer : 1500 TND

Pour  plus d'informations","[""https://www.tayara.tn/mediaGateway/resize-image?img=52/52c7b527-fcbc-4993-9a43-8528f4c34bb4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7c/7c0676db-85a9-460e-98f4-1af28316090d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a6/a673dc3a-b84e-4320-8e09-33af2fcb1ed8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=02/02d1e3b6-7fea-4798-a0b0-b0fd4b91d62b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f2/f2836368-7b9a-4a61-a4bc-aaceb726db80&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e0/e09961ea-6c23-4cb0-9216-3ef5c8fe43b9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c7/c799b49b-ca7f-4b46-aad2-2c09330c7917&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e3/e3e2e4e4-f8e6-4357-8047-5c85ed81f402&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=47/47d2bfe0-db07-4d7c-913d-d6acdea6ebd5&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=cc/cc69ae8d-9e12-446e-85e6-be66878a7186&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee5103e4-eefe-409f-825b-370e23c20e02.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/ennasr/s3-ennasr/6941467fcd04d08be74bcd4e/
s+1 meublé ennasr,1100,immobilier,appartements,ariana,ennasr,,2026-02-15 12:18:47,À Louer,60,1,1,"🆙 Appartement S1 #ennasr ENNASR meublé 🆙🏠Agence le palace 🏠 vous propose à la location un appartement bien #meublé situé à #Ennasr2 au 1 er étage 
👉 Prix de loyer: 1100 dt

Pour  plus d'informations veuillez contacter nos conseillères en immobilier : 
☎️Téléphone  :","[""https://www.tayara.tn/mediaGateway/resize-image?img=fc/fc68617a-b134-48e8-a5e8-1d46fdb3b169&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=19/195faab9-4534-4600-ade8-e8ee904821f4&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a8/a882195f-32b1-4134-a5b5-3bf806fbe99b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ef/efebca4b-c3d4-487e-bc58-2c8f102bfa97&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5a/5a862f56-ca83-45a0-8e76-ec9c44416ae1&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee5103e4-eefe-409f-825b-370e23c20e02.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/ennasr/s1-meubl-ennasr/694145478914daae519c42ea/
s+2 ennasr,1250,immobilier,appartements,ariana,ennasr,,2026-02-15 12:18:49,À Louer,120,2,2,"🆙 Appartement S2 vide #Ennasr2 🆙🏠 Agence le palace 🏠vous propose à la location un appartement S2 situé à #ennasr  2 avec une place de  parking et 2 ascenseurs .
👉 Prix de loyer: 1250 dt

Pour  plus d'informations veuillez contacter nos conseillères en immobilier : 
☎️Téléphone  :","[""https://www.tayara.tn/mediaGateway/resize-image?img=fc/fc071237-95b6-4ac3-99ed-308a24b3aa1d&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7b/7bfbf781-e856-4ec2-9300-c99f82d197df&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=e2/e28bfae9-8069-4e02-8d90-d99decb037d3&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c1/c1dd3b45-85e5-451d-80f4-7755344506eb&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee5103e4-eefe-409f-825b-370e23c20e02.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/ennasr/s2-ennasr/694144b28914daae519c4283/
s+2 avec jardin ennasr,1400,immobilier,appartements,ariana,ennasr,,2026-02-15 12:18:49,À Louer,140,2,2,"🆙 Appartement S2 #ennasr 1🆙🏠 Agence le palace 
🏠vous propose à la location un appartement s+2 haut standing jamais habité à ennasr pas loin de la clinique amilcar ennasr

composé de :
✔️salon
✔️salle d'eau
✔️chambre parentale et chambre enfant
✔️salle de bain
✔️cuisine équipée
✔️place parking
✔️jardin privé

👉loyer: 1400 dt/mois .
Pour  plus d'informations veuillez contacter","[""https://www.tayara.tn/mediaGateway/resize-image?img=36/3622d84e-b490-43c2-8d0d-880b15b46bed&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=63/63e969a9-e905-4ca4-b29a-9cd8db997159&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=dd/dd8c8622-e384-45fd-9332-ffde33e45920&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b3/b3a04627-003b-4804-a5c6-2bdd7c94d920&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=36/36c90b5b-0fc3-4a38-829c-fef71fb8bac8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=ee/ee5103e4-eefe-409f-825b-370e23c20e02.jpg&w=100""]",https://www.tayara.tn/item/appartements/ariana/ennasr/s2-avec-jardin-ennasr/694142c8cd04d08be74bcad3/
LOCATION APPARTEMENT S+3 STANDING A MUTUELLEVILLE,3500,immobilier,appartements,tunis,mutuelleville,,2026-02-15 12:18:50,À Louer,220,3,3,"On vous propose à la location un appartement S3 à Mutuelleville.

dans une  résidence sécurisée avec ascenseur, cet appartement offre un cadre de vie agréable, proche de toutes les commodités.

Il se compose d’un salon lumineux avec balcon, d’une cuisine moderne entièrement équipée (plaque, hotte, four) et bien aménagée complétée par une chambre de service.

La partie nuit comprend trois suites, chacune avec dressing, salle de bain privative et balcon.

L’appartement dispose du chauffage central","[""https://www.tayara.tn/mediaGateway/resize-image?img=dc/dc7f1e2d-157a-46a2-8047-4a985446b493&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=64/6409e914-7854-43fc-b5d9-167f6f54e6f0&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=91/91900348-0cf7-4c38-9fa1-65f63d2075dd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=0e/0eafb26f-1e88-4d23-9f04-7c305a81b109&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=29/29938224-3fa8-4447-bc32-4384789530e8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b8/b8deb95d-7af5-4ffb-ad06-fb6307a0a944&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=5d/5dc20b9e-d3a1-4fc2-99ed-7ac0632edaba&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=75/758994b1-d339-4698-acae-efbd89d74508&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a9/a93af125-aba7-48e9-8d85-68dea762745e&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c0/c0334992-b615-45b8-856c-5ff6ccdbbd2a&w=100""]",https://www.tayara.tn/item/appartements/tunis/mutuelleville/location-appartement-s3-standing-a-mutuelleville/6904bafc6490817594e07184/
🏡À louer un s+1 à ain zaghouan nord,830,immobilier,appartements,tunis,ain-zaghouan-nord,,2026-02-15 12:18:51,À Louer,64,1,1,"À louer un appartement s+1 à ain zaghouan nord au 2ème étage.

Carthaginois Immobilier met à la location un appartement s+1 à ain zaghouan nord près de tout les commodités,  emplacement stratégique, résidence calme et sécurisée.

Composition : 

Un salon lumineux  + balcon

Une chambre à coucher 

Une cuisine agencée avec des éléments de rangement  + séchoir 

Une salle bain 

chauffage central installé 

LOYER : 830dt / mois 

Pour plus d’informations n’hésitez pas de contacter votre conseillèr","[""https://www.tayara.tn/mediaGateway/resize-image?img=96/96b61ee8-a28f-41ec-8042-6454dd471081&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=26/26e06403-3644-4989-be97-bf32e23a8d74&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d5/d52cf2b7-a1f7-418d-888f-45ee3ce91d6a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=d6/d693aaa1-f77e-4d7b-9049-176a1e26078c&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=9b/9bfc0baf-ff56-42a0-87a1-c04796ce2a5a&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=8d/8d51da32-eacd-48d6-8bd6-2e5455326a16&w=100""]",https://www.tayara.tn/item/appartements/tunis/ain-zaghouan-nord/-louer-un-s1-ain-zaghouan-nord/69413b3a8914daae519c3bfe/
LOCATION S 2 MEUBLÉE A EL MENZAH 1,1200,immobilier,appartements,tunis,el-menzah-1,,2026-02-15 12:18:51,À Louer,100,2,1,"A la location un s2 meublée a ElMenzah 1 composée de salon , salle a manger , 2 chambres a couchers , cuisine équipée, salle de bain , chauffage centrale , clims .loyer 1200 dinars 
contactez le  ou le","[""https://www.tayara.tn/mediaGateway/resize-image?img=a8/a846e2d4-3b7a-4ee5-8c2c-34ae0a14cf98&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=83/831874a3-7be2-4f87-a0e0-14b9038823ee&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=50/503df1c0-8623-46d3-8c66-7ab3d8ecaecd&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=10/109b11be-969d-431c-a64a-356205662e56&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=a2/a26bf954-2bbf-47bd-aa1b-52ee4dec8398&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=f0/f02b4180-58c0-4c4d-bec2-c4ede7578d04&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=c0/c0334992-b615-45b8-856c-5ff6ccdbbd2a&w=100""]",https://www.tayara.tn/item/appartements/tunis/el-menzah-1/location-s-2-meuble-a-el-menzah-1/692d8af0265523b710ededff/
A louer un appartement S+3 au Berges Du Lac 1,2000,immobilier,appartements,tunis,lac-1,,2026-02-15 12:18:52,À Louer,110,3,2,"La Méditerranée Immobilière Lac 2 ,vous propose à la location un appartement S+3 situé au lac 1. Il se compose d'un salon spacieux et lumineux avec accès au balcon , trois chambres à coucher , une cuisine bien équipée (Four, hotte ,plaque,) une salle de bain et une salle d'eau pour les invités . L' appartement dispose de chauffages central , une place de parking sous sol et un cellier.","[""https://www.tayara.tn/mediaGateway/resize-image?img=34/344cbd85-b7b7-45be-90fc-ee2e79fbd3e2&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=33/333e8103-94fb-47cb-b6b9-40fe26953cf9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=7b/7b3df02a-8a15-431a-bc42-cc9fb9d9b2f8&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=07/07449441-d4a0-4cfd-ab64-3d250b42e1d9&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=4e/4e01b434-2cb1-4366-9c28-d8fa8ef5c97b&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=b6/b6fee9b4-bd7c-4bb8-a59d-b3b54e174300&w=1000"", ""https://www.tayara.tn/mediaGateway/resize-image?img=33/33d894ad-f1ba-427a-9bdc-6efd5ea4cf8b&w=100""]",https://www.tayara.tn/item/appartements/tunis/lac-1/a-louer-un-appartement-s3-au-berges-du-lac-1/693c4ee5cd04d08be749ed67/
